transcript_hebrew,intent
", תתקשרי לאבא בבקשה",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
", תתקשרי לשרה",call_contact
", תתקשרי לרונית בפלאפון",call_contact
", תתקשרי לשותף שלי",call_contact
", תתקשרי למורה של יואב",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תתקשרי לבן זוג שלי",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי ללקוח האחרון",call_contact
", תבצעי שיחה למרצה שלי",call_contact
", תצלצלי לרופא ילדים",call_contact
", תתקשרי לאורי",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תתקשרי ליעל",call_contact
", תצלצלי לבת שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תצלצלי לאמא שלי",call_contact
", תתקשרי לגן של הילדה",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תצלצלי לאחותי",call_contact
", תתקשרי לבן זוג שלי",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תבצעי שיחה למספר שנכנס הרגע",call_contact
", תצלצלי לאמא שלי",call_contact
", תבצעי שיחה לבעלי",call_contact
", תתקשרי לגיא",call_contact
", תצלצלי לאחותי",call_contact
", תתקשרי ליעל",call_contact
", תצלצלי לבת שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תתקשרי לשותף שלי",call_contact
", תתקשרי לגן של הילדה",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תתקשרי ליעל",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תבצעי שיחה למרצה שלי",call_contact
", תתקשרי למורה של יואב",call_contact
", תצלצלי לדוד שלי",call_contact
", תצלצלי לאחותי",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
", תצלצלי לבת שלי",call_contact
", תתקשרי לרונית בפלאפון",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תתקשרי למורה של יואב",call_contact
", תתקשרי לאורי",call_contact
", תתקשרי לאמא שלי",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תצלצלי לאמא שלי",call_contact
", תתקשרי לשכנה שלי",call_contact
", תצלצלי לדוד שלי",call_contact
", אני רוצה לדבר עם סבתא",call_contact
", תתקשרי ליעל",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי ללקוח האחרון",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תתקשרי למורה של יואב",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תתקשרי לבן זוג שלי",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי ללקוח האחרון",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תתקשרי לשכנה שלי",call_contact
", תתקשרי לאורי",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תתקשרי ליעל",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תתקשרי ליואב מהקבוצה",call_contact
", תבצעי שיחה לבעלי",call_contact
", תתקשרי לגיא",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תתקשרי לאמא שלי בבקשה",call_contact
", אני רוצה שיחה עם שמעון מהמועדון",call_contact
", שיחה דחופה לבוס שלי עכשיו",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תתקשרי לשכנה שלי",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תצלצלי לרופא נשים",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי לרונית בפלאפון",call_contact
", תצלצלי לאמא שלי",call_contact
", תתקשרי לגן של הילדה",call_contact
", תתקשרי לאורי",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תצלצלי לרופא נשים",call_contact
", תצלצלי לבת שלי",call_contact
", תתקשרי ללקוח האחרון",call_contact
", תתקשרי ליואב מהקבוצה",call_contact
", תתקשרי לגן של הילדה",call_contact
", תבצעי שיחה לחבר שלי מהכיתה",call_contact
", תצלצלי לאחותי",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תתקשרי לשותף שלי",call_contact
", תתקשרי לשכנה שלי",call_contact
", תבצעי שיחה לחבר שלי מהכיתה",call_contact
", תצלצלי לאחותי",call_contact
", תצלצלי לרופא נשים",call_contact
", תתקשרי לרופא שלי",call_contact
", תבצעי שיחה למספר שנכנס הרגע",call_contact
", תתקשרי ליואב מהקבוצה",call_contact
", תתקשרי למורה של יואב",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תצלצלי לרופא נשים",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תצלצלי לאמא שלי",call_contact
", תתקשרי לשכנה שלי",call_contact
", תתקשרי לגיא",call_contact
", תתקשרי לאמא שלי",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תצלצלי לרופא ילדים",call_contact
", תתקשרי לאמא עכשיו",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תתקשרי לאמא שלי בבקשה",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תבצעי שיחה למספר שנכנס הרגע",call_contact
", תתקשרי ליואב מהקבוצה",call_contact
", תבצעי שיחה לבעלי",call_contact
", תתקשרי לאמא עכשיו",call_contact
", אני רוצה לדבר עם סבתא",call_contact
", תתקשרי לבן זוג שלי",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי לרונית בפלאפון",call_contact
", תצלצלי לאמא שלי",call_contact
", תתקשרי לשכנה שלי",call_contact
", תתקשרי לגיא",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
", תתקשרי לרופא שלי",call_contact
", תבצעי שיחה למספר שנכנס הרגע",call_contact
", תתקשרי ליואב מהקבוצה",call_contact
", תתקשרי לשכנה שלי",call_contact
", תצלצלי לדוד שלי",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תתקשרי ליעל",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי ללקוח האחרון",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תצלצלי לרופא ילדים",call_contact
", תצלצלי לדוד שלי",call_contact
", תתקשרי לדני מהכיתה",call_contact
", תתקשרי לבן זוג שלי",call_contact
", תתקשרי לרופא שלי",call_contact
", תבצעי שיחה למספר שנכנס הרגע",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תבצעי שיחה לבעלי",call_contact
", תתקשרי לאורי",call_contact
", תצלצלי לאחותי",call_contact
", תתקשרי לאמא שלי בבקשה",call_contact
", תתקשרי לרופא שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תבצעי שיחה למרצה שלי",call_contact
", תצלצלי לרופא ילדים",call_contact
", תתקשרי לגיא",call_contact
", אני רוצה לדבר עם סבתא",call_contact
", תתקשרי ליעל",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תבצעי שיחה למספר שנכנס הרגע",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תתקשרי לשכנה שלי",call_contact
", תתקשרי לאמא עכשיו",call_contact
", אני רוצה לדבר עם סבתא",call_contact
", תתקשרי לבן זוג שלי",call_contact
" היקרה, תתקשרי לנכדה שלי",call_contact
", תתקשרי למזכירה שלי",call_contact
", תתקשרי לחבר מהלימודים",call_contact
", תצלצלי לרופא ילדים",call_contact
", תצלצלי לדוד שלי",call_contact
", תתקשרי לאבא בבקשה",call_contact
", תבצעי שיחה לדניאל מהעבודה",call_contact
", תצלצלי לבת שלי",call_contact
", תתקשרי לרונית בפלאפון",call_contact
", תבצעי שיחה למרצה שלי",call_contact
", תבצעי שיחה לבעלי",call_contact
", תבצעי שיחה לחבר שלי מהכיתה",call_contact
", תתקשרי לאמא שלי",call_contact
", תתקשרי ליעל",call_contact
", אני רוצה שיחה עם שמעון מהמועדון",call_contact
", תתקשרי לרונית בפלאפון",call_contact
", תתקשרי ליואב מהקבוצה",call_contact
", תתקשרי לגן של הילדה",call_contact
", תתקשרי לגיא",call_contact
", תתקשרי לאמא שלי",call_contact
", תתקשרי לבן זוג שלי",call_contact
", תתקשרי לשרה",call_contact
", תתקשרי למזכירה שלי",call_contact
", תתקשרי לשותף שלי",call_contact
", תתקשרי לשכנה שלי",call_contact
", תתקשרי לאורי",call_contact
", תצלצלי לאחותי",call_contact
", תתקשרי לאמא שלי בבקשה",call_contact
", תצלצלי לבת שלי",call_contact
", שיחה דחופה לבוס שלי עכשיו",call_contact
", תצלצלי לאמא שלי",call_contact
", תבצעי שיחה לבעלי",call_contact
", תבצעי שיחה לחבר שלי מהכיתה",call_contact
